年份,学校代码,学校名称,城市,地区类别,学科门类,总分要求,单科满分100,单科满分150,拟招生人数,数据来源,学校层次,是否一线城市,学科热度
2025,10007,北京理工大学,北京,一线城市,艺术学,403,60,90,77,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10007,北京理工大学,北京,一线城市,交叉学科,367,55,88,57,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,哲学,350,52,77,46,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,经济学,394,60,90,59,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10027,北京师范大学,北京,一线城市,法学,371,52,90,80,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,教育学,360,56,87,44,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,文学,403,60,90,5,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10027,北京师范大学,北京,一线城市,历史学,357,52,87,10,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,理学,346,52,78,47,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,工学,318,44,75,60,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,农学,279,40,69,71,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,医学,349,51,77,32,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,军事学,299,44,64,55,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10027,北京师范大学,北京,一线城市,管理学,390,59,90,79,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10027,北京师范大学,北京,一线城市,艺术学,404,60,89,9,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10027,北京师范大学,北京,一线城市,交叉学科,363,51,84,19,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,哲学,358,51,81,69,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,经济学,400,57,90,98,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10019,中国农业大学,北京,一线城市,法学,372,53,87,44,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,教育学,390,56,90,34,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,文学,414,60,90,25,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10019,中国农业大学,北京,一线城市,历史学,347,51,80,32,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,理学,324,47,73,17,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,工学,311,43,76,144,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,农学,302,45,69,25,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,医学,339,52,77,59,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,军事学,317,49,71,19,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10019,中国农业大学,北京,一线城市,管理学,418,60,90,122,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10019,中国农业大学,北京,一线城市,艺术学,416,60,90,49,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10019,中国农业大学,北京,一线城市,交叉学科,361,55,80,58,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,哲学,354,54,82,46,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,经济学,420,60,90,142,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10246,复旦大学,上海,一线城市,法学,369,53,87,37,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,教育学,370,52,81,78,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,文学,411,60,90,38,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10246,复旦大学,上海,一线城市,历史学,376,59,88,49,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,理学,354,51,82,36,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,工学,302,45,65,169,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,农学,295,45,69,52,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,医学,364,52,86,71,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,军事学,305,45,68,38,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10246,复旦大学,上海,一线城市,管理学,420,60,90,167,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10246,复旦大学,上海,一线城市,艺术学,393,56,90,62,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10246,复旦大学,上海,一线城市,交叉学科,360,57,77,28,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,哲学,341,50,73,46,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,经济学,412,59,90,160,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10248,上海交通大学,上海,一线城市,法学,379,57,86,41,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,教育学,391,58,90,42,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,文学,420,60,90,80,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10248,上海交通大学,上海,一线城市,历史学,366,52,86,44,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,理学,364,53,79,14,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,工学,306,44,74,63,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,农学,289,44,64,58,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,医学,366,55,80,23,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,军事学,293,40,63,45,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10248,上海交通大学,上海,一线城市,管理学,397,60,89,57,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10248,上海交通大学,上海,一线城市,艺术学,406,58,88,60,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2025,10248,上海交通大学,上海,一线城市,交叉学科,373,58,85,67,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,哲学,331,48,71,51,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,经济学,394,56,90,195,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10247,同济大学,上海,一线城市,法学,365,54,87,75,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,教育学,372,58,82,37,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,文学,419,60,90,58,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10247,同济大学,上海,一线城市,历史学,339,52,79,74,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,理学,336,50,74,78,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,工学,299,45,63,156,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,农学,304,43,65,13,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,医学,343,51,77,38,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,军事学,288,41,66,36,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10247,同济大学,上海,一线城市,管理学,407,60,90,154,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10247,同济大学,上海,一线城市,艺术学,420,60,90,14,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10247,同济大学,上海,一线城市,交叉学科,364,57,81,19,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,哲学,340,54,83,43,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,经济学,391,55,90,166,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10269,华东师范大学,上海,一线城市,法学,357,55,79,77,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,教育学,371,55,88,56,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,文学,418,59,90,19,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10269,华东师范大学,上海,一线城市,历史学,364,54,80,31,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,理学,335,50,72,13,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,工学,315,48,69,159,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,农学,274,40,66,18,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,医学,348,53,81,34,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,军事学,302,43,74,52,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10269,华东师范大学,上海,一线城市,管理学,415,60,90,182,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10269,华东师范大学,上海,一线城市,艺术学,386,55,90,22,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2025,10269,华东师范大学,上海,一线城市,交叉学科,373,53,84,46,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,哲学,353,52,77,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,经济学,390,56,90,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10284,南京大学,南京,新一线城市,法学,351,54,80,76,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,教育学,373,55,86,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,文学,404,60,90,24,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10284,南京大学,南京,新一线城市,历史学,356,56,78,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,理学,311,49,68,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,工学,283,44,61,32,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,农学,283,44,64,34,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,医学,340,52,76,5,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,军事学,294,45,64,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10284,南京大学,南京,新一线城市,管理学,400,58,90,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10284,南京大学,南京,新一线城市,艺术学,387,60,88,19,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10284,南京大学,南京,新一线城市,交叉学科,367,54,83,8,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,哲学,339,47,76,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,经济学,401,60,90,80,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10286,东南大学,南京,新一线城市,法学,366,54,80,24,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,教育学,375,55,86,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,文学,391,56,86,40,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10286,东南大学,南京,新一线城市,历史学,346,50,75,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,理学,329,50,73,28,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,工学,306,44,67,64,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,农学,263,41,65,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,医学,341,50,74,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,军事学,296,44,63,8,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10286,东南大学,南京,新一线城市,管理学,385,60,83,189,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10286,东南大学,南京,新一线城市,艺术学,420,60,90,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10286,东南大学,南京,新一线城市,交叉学科,351,52,80,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,哲学,345,51,84,40,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,经济学,420,60,90,71,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2025,10335,浙江大学,杭州,新一线城市,法学,379,59,84,72,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,教育学,363,55,82,67,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,文学,420,60,90,63,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2025,10335,浙江大学,杭州,新一线城市,历史学,377,57,88,42,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,理学,339,48,76,30,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,工学,338,49,80,72,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,农学,316,44,67,15,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,医学,355,56,80,7,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,军事学,320,50,77,37,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10335,浙江大学,杭州,新一线城市,管理学,409,58,90,44,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2025,10335,浙江大学,杭州,新一线城市,艺术学,397,60,89,48,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2025,10335,浙江大学,杭州,新一线城市,交叉学科,388,60,88,74,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,哲学,353,50,84,50,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,经济学,414,60,90,109,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10358,中国科学技术大学,合肥,新一线城市,法学,352,49,78,79,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,教育学,372,58,87,24,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,文学,384,59,85,67,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10358,中国科学技术大学,合肥,新一线城市,历史学,361,55,84,43,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,理学,361,55,82,49,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,工学,299,47,63,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,农学,301,45,69,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,医学,337,51,79,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,军事学,283,41,66,40,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10358,中国科学技术大学,合肥,新一线城市,管理学,401,58,90,57,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10358,中国科学技术大学,合肥,新一线城市,艺术学,391,59,88,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10358,中国科学技术大学,合肥,新一线城市,交叉学科,366,53,87,30,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,哲学,333,48,74,76,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,经济学,398,60,90,70,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10422,山东大学,济南,新一线城市,法学,346,53,81,53,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,教育学,371,56,81,43,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,文学,410,60,90,66,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10422,山东大学,济南,新一线城市,历史学,360,53,85,17,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,理学,343,52,83,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,工学,314,44,67,181,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,农学,296,41,69,40,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,医学,332,47,81,53,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,军事学,285,40,60,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10422,山东大学,济南,新一线城市,管理学,373,56,82,88,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10422,山东大学,济南,新一线城市,艺术学,388,60,89,32,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10422,山东大学,济南,新一线城市,交叉学科,358,55,82,51,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,哲学,343,52,79,28,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,经济学,401,60,90,191,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10423,中国海洋大学,青岛,新一线城市,法学,369,56,88,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,教育学,384,59,90,20,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,文学,413,60,90,41,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10423,中国海洋大学,青岛,新一线城市,历史学,365,51,82,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,理学,330,50,71,25,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,工学,303,43,68,51,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,农学,267,41,65,35,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,医学,345,50,84,9,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,军事学,292,43,67,72,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10423,中国海洋大学,青岛,新一线城市,管理学,412,60,90,115,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10423,中国海洋大学,青岛,新一线城市,艺术学,403,60,88,6,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10423,中国海洋大学,青岛,新一线城市,交叉学科,358,51,86,37,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,哲学,356,51,76,8,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,经济学,409,58,90,126,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10486,武汉大学,武汉,新一线城市,法学,365,57,78,60,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,教育学,394,60,90,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,文学,420,60,90,37,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10486,武汉大学,武汉,新一线城市,历史学,360,52,83,10,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,理学,348,54,81,57,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,工学,298,41,64,44,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,农学,306,44,72,67,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,医学,333,51,80,75,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,军事学,298,44,67,62,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10486,武汉大学,武汉,新一线城市,管理学,383,55,88,142,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10486,武汉大学,武汉,新一线城市,艺术学,407,59,90,78,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10486,武汉大学,武汉,新一线城市,交叉学科,371,58,81,60,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,哲学,343,51,74,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,经济学,420,60,90,81,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10487,华中科技大学,武汉,新一线城市,法学,370,56,85,52,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,教育学,375,59,90,29,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,文学,420,60,90,68,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10487,华中科技大学,武汉,新一线城市,历史学,355,53,85,6,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,理学,330,47,74,35,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,工学,297,42,65,163,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,农学,307,44,74,48,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,医学,348,50,75,34,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,军事学,291,46,68,67,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10487,华中科技大学,武汉,新一线城市,管理学,398,59,88,169,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10487,华中科技大学,武汉,新一线城市,艺术学,418,59,90,44,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10487,华中科技大学,武汉,新一线城市,交叉学科,354,56,79,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,哲学,351,51,82,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,经济学,391,57,90,198,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10533,中南大学,长沙,新一线城市,法学,374,54,88,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,教育学,379,53,85,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,文学,414,60,90,55,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10533,中南大学,长沙,新一线城市,历史学,334,50,77,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,理学,324,50,75,53,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,工学,306,47,73,163,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,农学,278,40,60,42,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,医学,341,52,76,63,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,军事学,304,42,67,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10533,中南大学,长沙,新一线城市,管理学,390,58,90,109,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10533,中南大学,长沙,新一线城市,艺术学,395,56,90,79,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2025,10533,中南大学,长沙,新一线城市,交叉学科,370,57,80,78,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2025,10532,湖南大学,长沙,新一线城市,哲学,335,49,78,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
